"CodeTable","Code","Description","CodeGroup","PrimaryDescription","Notes","OpenIssues"
"SMT","RTAT LWLIP","Lip, lower","Removed Tattoo","","",""
"SMT","RTAT LWRS","Wrist, left","Removed Tattoo","","",""
"SMT","RTAT NECK","Neck","Removed Tattoo","","",""
"SMT","RTAT NOSE","Nose","Removed Tattoo","","",""
"SMT","RTAT PENIS","Penis","Removed Tattoo","","",""
"SMT","RTAT R ARM","Arm, right","Removed Tattoo","","",""
"SMT","RTAT R CHK","Cheek (face), right","Removed Tattoo","","",""
"SMT","RTAT R EAR","Ear, right","Removed Tattoo","","",""
"SMT","RTAT R ELB","Elbow, right","Removed Tattoo","","",""
"SMT","RTAT R FGR","Finger(s), right hand","Removed Tattoo","","",""
"SMT","RTAT R HIP","Hip, right","Removed Tattoo","","",""
"SMT","RTAT R HND","Hand, right","Removed Tattoo","","",""
"SMT","RTAT R LEG","Leg, right","Removed Tattoo","","",""
"SMT","RTAT RANKL","Ankle, right","Removed Tattoo","","",""
"SMT","RTAT RBRST","Breast, right","Removed Tattoo","","",""
"SMT","RTAT RBUTK","Buttock, right","Removed Tattoo","","",""
"SMT","RTAT RCALF","Calf, right","Removed Tattoo","","",""
"SMT","RTAT RFARM","Forearm, right","Removed Tattoo","","",""
"SMT","RTAT RFOOT","Foot, right","Removed Tattoo","","",""
"SMT","RTAT RKNEE","Knee, right","Removed Tattoo","","",""
"SMT","RTAT RSHLD","Shoulder, right","Removed Tattoo","","",""
"SMT","RTAT RTHGH","Thigh, right","Removed Tattoo","","",""
"SMT","RTAT RWRS","Wrist, right","Removed Tattoo","","",""
"SMT","RTAT SHLD","Shoulder, nonspecific","Removed Tattoo","","",""
"SMT","RTAT THGH","Thigh, nonspecific","Removed Tattoo","","",""
"SMT","RTAT ULARM","Arm, left upper","Removed Tattoo","","",""
"SMT","RTAT UPLIP","Lip, upper","Removed Tattoo","","",""
"SMT","RTAT URARM","Arm, right upper","Removed Tattoo","","",""
"SMT","RTAT WRS","Wrist, nonspecific","Removed Tattoo","","",""
"SMT","SC ABDOM","Abdomen","SCAR","","",""
"SMT","SC ANKL","Ankle, nonspecific","SCAR","","",""
"SMT","SC ARM","Arm, nonspecific","SCAR","","",""
"SMT","SC BACK","Back","SCAR","","",""
"SMT","SC BREAST","Breast, nonspecific","SCAR","","",""
"SMT","SC BUTTK","Buttock, nonspecific","SCAR","","",""
"SMT","SC CALF","Calf, nonspecific","SCAR","","",""
"SMT","SC CHEST","Chest","SCAR","","",""
"SMT","SC CHIN","Chin","SCAR","","",""
"SMT","SC CHK","Cheek (face), nonspecific","SCAR","","",""
"SMT","SC EAR","Ear, nonspecific","SCAR","","",""
"SMT","SC ELBOW","Elbow, nonspecific","SCAR","","",""
"SMT","SC EYE","Eyebrow, nonspecific","SCAR","","",""
"SMT","SC F ARM","Forearm, nonspecific","SCAR","","",""
"SMT","SC FACE","Face, nonspecific","SCAR","","",""
"SMT","SC FGR","Finger, nonspecific","SCAR","","",""
"SMT","SC FHD","Forehead","SCAR","","",""
"SMT","SC FOOT","Foot, nonspecific","SCAR","","",""
"SMT","SC GROIN","Groin area","SCAR","","",""
"SMT","SC HAND","Hand, nonspecific","SCAR","","",""
"SMT","SC HEAD","Head, nonspecific","SCAR","","",""
"SMT","SC HIP","Hip, nonspecific","SCAR","","",""
"SMT","SC KNEE","Knee, nonspecific","SCAR","","",""
"SMT","SC L ANKL","Ankle, left","SCAR","","",""
"SMT","SC L ARM","Arm, left","SCAR","","",""
"SMT","SC L BRST","Breast, left","SCAR","","",""
"SMT","SC L BUTTK","Buttock, left","SCAR","","",""
"SMT","SC L CALF","Calf, left","SCAR","","",""
"SMT","SC L CHK","Cheek (face), left","SCAR","","",""
"SMT","SC L EAR","Ear, left","SCAR","","",""
"SMT","SC L ELB","Elbow, left","SCAR","","",""
"SMT","SC L EYE","Eyebrow, left/left eye area","SCAR","","",""
"SMT","SC L FGR","Finger(s), left hand","SCAR","","",""
"SMT","SC L FT","Foot, left","SCAR","","",""
"SMT","SC L HIP","Hip, left","SCAR","","",""
"SMT","SC L HND","Hand, left","SCAR","","",""
"SMT","SC L KNEE","Knee, left","SCAR","","",""
"SMT","SC L LEG","Leg, left, nonspecific","SCAR","","",""
"SMT","SC L SHLD","Shoulder, left","SCAR","","",""
"SMT","SC L THGH","Thigh, left","SCAR","","",""
"SMT","SC L WRIST","Wrist, left","SCAR","","",""
"SMT","SC LEG","Leg, nonspecific","SCAR","","",""
"SMT","SC LF ARM","Forearm, left","SCAR","","",""
"SMT","SC LIP","Lip, nonspecific","SCAR","","",""
"SMT","SC LOW LIP","Lip, lower","SCAR","","",""
"SMT","SC NECK","Neck","SCAR","","",""
"SMT","SC NOSE","Nose","SCAR","","",""
"SMT","SC PENIS","Penis","SCAR","","",""
"SMT","SC R ANKL","Ankle, right","SCAR","","",""
"SMT","SC R ARM","Arm, right","SCAR","","",""
"SMT","SC R BRST","Breast, right","SCAR","","",""
"SMT","SC R BUTTK","Buttock, right","SCAR","","",""
"SMT","SC R CALF","Calf, right","SCAR","","",""
"SMT","SC R CHK","Cheek (face), right","SCAR","","",""
"SMT","SC R EAR","Ear, right","SCAR","","",""
"SMT","SC R ELB","Elbow, right","SCAR","","",""
"SMT","SC R EYE","Eyebrow, right/right eye area","SCAR","","",""
"SMT","SC R FGR","Finger(s), right hand","SCAR","","",""
"SMT","SC R FT","Foot, right","SCAR","","",""
"SMT","SC R HIP","Hip, right","SCAR","","",""
"SMT","SC R HND","Hand, right","SCAR","","",""
"SMT","SC R KNEE","Knee, right","SCAR","","",""
"SMT","SC R LEG","Leg, right, nonspecific","SCAR","","",""
"SMT","SC R SHLD","Shoulder, right","SCAR","","",""
"SMT","SC R THGH","Thigh, right","SCAR","","",""
"SMT","SC R WRIST","Wrist, right","SCAR","","",""
"SMT","SC RF ARM","Forearm, right","SCAR","","",""
"SMT","SC SHLD","Shoulder, nonspecific","SCAR","","",""
"SMT","SC THGH","Thigh, nonspecific","SCAR","","",""
"SMT","SC UL ARM","Arm, left upper","SCAR","","",""
"SMT","SC UP LIP","Lip, upper","SCAR","","",""
"SMT","SC UR ARM","Arm, right upper","SCAR","","",""
"SMT","SC WRIST","Wrist, nonspecific","SCAR","","",""
"SMT","SHRT L LEG","Shorter left leg","Condition","","",""
"SMT","SHRT R LEG","Shorter right leg","Condition","","",""
"SMT","SHUNT ART","Shunt, arterial vascular","Other","","",""
"SMT","SHUNT CERB","Shunt, cerebral ventricle","Other","","",""
"SMT","SKL PLATE","Skull plate","Other","","",""
"SMT","SLVR TOOTH","Silver tooth","Other","","",""
"SMT","STAPLES","Staples","Other","","",""
"SMT","STUTTERS","Stutters","Other","","",""
"SMT","TAT ABDOM","Abdomen","Tattoo","","",""
"SMT","TAT ANKL","Ankle, nonspecific","Tattoo","","",""
"SMT","TAT ARM","Arm, nonspecific","Tattoo","","",""
"SMT","TAT BACK","Back","Tattoo","","",""
"SMT","TAT BREAST","Breast, nonspecific","Tattoo","","",""
"SMT","TAT BUTTK","Buttocks, nonspecific","Tattoo","","",""
"SMT","TAT CALF","Calf, nonspecific","Tattoo","","",""
"SMT","TAT CHEEK","Cheek (face), nonspecific","Tattoo","","",""
"SMT","TAT CHEST","Chest","Tattoo","","",""
"SMT","TAT CHIN","Chin","Tattoo","","",""
"SMT","TAT EAR","Ear, nonspecific","Tattoo","","",""
"SMT","TAT ELBOW","Elbow, nonspecific","Tattoo","","",""
"SMT","TAT EYE","Eye, nonspecific","Tattoo","","",""
"SMT","TAT FACE","Face, nonspecific","Tattoo","","",""
"SMT","TAT FARM","Forearm, nonspecific","Tattoo","","",""
"SMT","TAT FHD","Forehead","Tattoo","","",""
"SMT","TAT FLBODY","Full body (used when arms, legs, chest, and back are covered with tattoos)","Tattoo","","",""
"SMT","TAT FNGR","Finger, nonspecific","Tattoo","","",""
"SMT","TAT FOOT","Foot, nonspecific","Tattoo","","",""
"SMT","TAT GROIN","Groin area","Tattoo","","",""
"SMT","TAT HAND","Hand, nonspecific","Tattoo","","",""
"SMT","TAT HEAD","Head, nonspecific","Tattoo","","",""
"SMT","TAT HIP","Hip, nonspecific","Tattoo","","",""
"SMT","TAT KNEE","Knee, nonspecific","Tattoo","","",""
"SMT","TAT L ANKL","Ankle, left","Tattoo","","",""
"SMT","TAT L ARM","Arm, left","Tattoo","","",""
"SMT","TAT L BRST","Breast, left","Tattoo","","",""
"SMT","TAT L BUTK","Buttock, left","Tattoo","","",""
"SMT","TAT L CALF","Calf, left","Tattoo","","",""
"SMT","TAT L CHK","Cheek (face), left","Tattoo","","",""
"SMT","TAT L EAR","Ear, left","Tattoo","","",""
"SMT","TAT L EYE","Eye, left","Tattoo","","",""
"SMT","TAT L FGR","Finger(s), left hand","Tattoo","","",""
"SMT","TAT L FOOT","Foot, left","Tattoo","","",""
"SMT","TAT L HIP","Hip, left","Tattoo","","",""
"SMT","TAT L HND","Hand, left","Tattoo","","",""
"SMT","TAT L KNEE","Knee, left","Tattoo","","",""
"SMT","TAT L LEG","Leg, left","Tattoo","","",""
"SMT","TAT L SHLD","Shoulder, left","Tattoo","","",""
"SMT","TAT L THGH","Thigh, left","Tattoo","","",""
"SMT","TAT L TOE","Toes, left foot","Tattoo","","",""
"SMT","TAT L WRS","Wrist, left","Tattoo","","",""
"SMT","TAT LEG","Leg, nonspecific","Tattoo","","",""
"SMT","TAT LELBOW","Elbow, left","Tattoo","","",""
"SMT","TAT LF ARM","Forearm, left","Tattoo","","",""
"SMT","TAT LIP","Lip, nonspecific","Tattoo","","",""
"SMT","TAT LW LIP","Lip, lower","Tattoo","","",""
"SMT","TAT NECK","Neck","Tattoo","","",""
"SMT","TAT NOSE","Nose","Tattoo","","",""
"SMT","TAT PENIS","Penis","Tattoo","","",""
"SMT","TAT R ANKL","Ankle, right","Tattoo","","",""
"SMT","TAT R ARM","Arm, right","Tattoo","","",""
"SMT","TAT R BRST","Breast, right","Tattoo","","",""
"SMT","TAT R BUTK","Buttock, right","Tattoo","","",""
"SMT","TAT R CALF","Calf, right","Tattoo","","",""
"SMT","TAT R CHK","Cheek (face), right","Tattoo","","",""
"SMT","TAT R EAR","Ear, right","Tattoo","","",""
"SMT","TAT R EYE","Eye, right","Tattoo","","",""
"SMT","TAT R FGR","Finger(s), right hand","Tattoo","","",""
"SMT","TAT R FOOT","Foot, right","Tattoo","","",""
"SMT","TAT R HIP","Hip, right","Tattoo","","",""
"SMT","TAT R HND","Hand, right","Tattoo","","",""
"SMT","TAT R KNEE","Knee, right","Tattoo","","",""
"SMT","TAT R LEG","Leg, right","Tattoo","","",""
"SMT","TAT R SHLD","Shoulder, right","Tattoo","","",""
"SMT","TAT R THGH","Thigh, right","Tattoo","","",""
"SMT","TAT R TOE","Toes, right foot","Tattoo","","",""
"SMT","TAT R WRS","Wrist, right","Tattoo","","",""
"SMT","TAT RELBOW","Elbow, right","Tattoo","","",""
"SMT","TAT RF ARM","Forearm, right","Tattoo","","",""
"SMT","TAT SHLD","Shoulder, nonspecific","Tattoo","","",""
"SMT","TAT THGH","Thigh, nonspecific","Tattoo","","",""
"SMT","TAT TOE","Toes, nonspecific","Tattoo","","",""
"SMT","TAT UL ARM","Arm, left upper","Tattoo","","",""
"SMT","TAT UP LIP","Lip, upper","Tattoo","","",""
"SMT","TAT UR ARM","Arm, right upper","Tattoo","","",""
"SMT","TAT WRS","Wrist, nonspecific","Tattoo","","",""
"SMT","TD ACONVUL","Anticonvulsants (seizure medicines) (includes Dilantin, Mysoline, phenobarbital, etc.)","Other","","TD = Therapeutic Drugs",""
"SMT","TD ADEPRES","Antidepressants (mood-lifters) (includes amitriptylene, Elavil, Norpramine, Prozac, Triavil, Zoloft, etc.)","Other","","",""
"SMT","TD ANALGES","Analgesics (pain relievers) (includes Darvon, acetaminophen, aspirin, etc.)","Other","","",""
"SMT","TD ANTBTCS","Antibiotics","Other","","",""
"SMT","TD ANTINFL","Anti-inflammatory medication","Other","","",""
"SMT","TD BRNCHDL","Bronchial dilators (includes inhalers)","Other","","",""
"SMT","TD CARDIAC","Cardiac (heart medications) (includes digitalis, digoxin, etc.)","Other","","",""
"SMT","TD HYPNOTI","Hypnotics (sleeping aids) (includes barbiturates, chloral hydrate, glutethemide, etc.)","Other","","",""
"SMT","TD INSULIN","Insulin","Other","","",""
"SMT","TD OTHER","Other therapeutic medications not listed, identify in the MIS Field.","Other","","",""
"SMT","TD RITALIN","Ritalin","Other","","",""
"SMT","TD TRANQUI","Tranquilizers (includes Valium, Thorazine, Stellazine, etc.)","Other","","",""
"SMT","TRANSSXL","Transsexual","Other","","",""
"SMT","TRANSVST","Transvestite","Other","","",""
"SMT","TUBE L EAR","Tube in left ear","Other","","",""
"SMT","TUBE R EAR","Tube in right ear","Other","","",""
"SMT","VASC PROTH","Vascular prosthesis","Other","","",""
"SMT","WHEELCHAIR","Wheelchair","Other","","",""
"SMT","WIRE SUTUR","Wire sutures","Other","","",""
"SRT","0","Image is scanned and not compressed","","","",""
"SRT","1","Image is scanned and compressed","","","",""
"SRT","2","Image is vector data","","","",""
"STI","0","Nuclear (indicates the presence of Field 18.016)","","","",""
"STI","1","mtDNA (indicates the presence of Field 18.017)","","","",""
"STI","2","Electropherogram data (indicates the presence of Field 18.019)","","","",""
"STI","3","Electropherogram ladder (indicates the presence of Field 18.023)","","","",""
"STI","4","User-defined profile data (indicates the presence of Field 18.018)","","","",""
"STR/ALL","0","No allele is found","","","",""
"STR/ALL","1","Allele is found","","","",""
"STR/LAI","0","Not analyzed","","","",""
"STR/LAI","1","Analyzed","","","",""
"STR/PCDT","0","Precise call cannot be determined, due to an uncertainty in the call","","","",""
"STR/PCDT","1","Precise call can be determined","","","",""
"STY/SMO","NS","Not Specified","","","",""
"STY/SMO","WB","Whole Body","","","",""
"STY/SMO","BP","Body Part","","","",""
"SXS","BEARD","Having beard","","","SXS = Table 62",""
"SXS","BLINK","Blinking (either or both eyes closed)","","","",""
"SXS","CLEAR GLASSES","Subject wearing clear glasses","","","",""
"SXS","DARK GLASSES","Subject wearing dark or visible colored glasses (medical)","","","",""
"SXS","DISTORTING CONDITION","Having distorting medical condition impacting feature point detection","","","",""
"SXS","EYES AWAY","Looking away from the camera","","","",""
"SXS","FROWNING","Frowning","","","",""
"SXS","HAT","Head covering/hat","","","",""
"SXS","LEFT EYE PATCH","Subject wearing left eye patch","","","",""
"SXS","MOUSTACHE","Having moustache","","","",""
"SXS","MOUTH OPEN","Subject having mouth open","","","",""
"SXS","NEUTRAL","Neutral (non-smiling) with both eyes open and mouth closed","","","",""
"SXS","NO EAR","Ear(s) obscured by hair","","","",""
"SXS","RAISED BROWS","Raising eyebrows","","","",""
"SXS","RIGHT EYE PATCH","Subject wearing right eye patch","","","",""
"SXS","SCARF","Wearing scarf","","","",""
"SXS","SMILE","Smiling (inside of the mouth and/or teeth is not exposed - closed jaw)","","","",""
"SXS","SQUINTING","Squinting","","","",""
"SXS","TEETH VISIBLE","Having teeth visible","","","",""
"SXS","UNKNOWN","Expression unspecified","","","",""
"TOT","ATP","Add to Print Collection.

This transaction is used for sending a complete set of prints (fingerprints and/or palm prints) as a new record or to replace an existing record. The request is stored and optionally searched according to the target system.","","","",""
"TOT","CPS","Criminal Print-to-Print Search.

This transaction is a request for a search only of a record relating to a person fingerprinted for a criminal offence against a prints database.","","","",""
"TOT","NPS","Non-criminal Print-to-Print Search.

This transaction is a request for a search against a database that falls outside the scope of a CPS transaction.","","","",""
"TOT","MPS","Latent-to-Print Search.

This transaction is used when a latent is to be searched against a Prints database. If the latent is not already in the remote system, it must be included as an image in the file.","","","",""
"TOT","SRE","Search Results.

This transaction contains data detail of the results of the search request. The way fields are interpreted will depend on the original search request and to whom the search request was sent. If the SRE transaction is coming from an AFIS, the system will specify a list of potential matches in the Respondents List (RLS). Additional information regarding the search, can be attached using the available record types.","","","",""
"TOT","ERR","Error Message.

This transaction is generated if the remote system has difficulty processing the transaction, e.g. if a particular search is not allowed on the system or the transaction is not conformant to the relevant Implementation. The error message will contain the error code and the textual description of the cause of the issue. ","","","",""
"TMC","1","Eye centers","","","TMC = Table 66",""
"TMC","2","Eyes, mouth","","","",""
"TMC","3","Eyes, nose, mouth","","","",""
"TMC","4","Eyes, nose, mouth, and head","","","",""
"TMC","5","Facial feature points and contours for eyes, brows, nose, mouth and face outline","","","",""
"TRV","N","Negative - ridges are light and valleys are dark throughout the image.","","","TRV = Table 36",""
"TRV","P","Partial - ridges are light and valleys are dark only in portions of the image","","","",""
"ERR","001","ERROR: RECORD NOT FOUND","","","",""
"ERR","002","ERROR: RECORD ALREADY EXISTS","","","",""
"ERR","003","ERROR: UNAUTHORISED ACCESS","","","",""
"ERR","101","ERROR: MANDATORY ELEMENT MISSING","","","",""
"ERR","102","ERROR: INVALID RECORD TYPE","","","",""
"ERR","103","ERROR: UNDEFINED ELEMENT","","","",""
"ERR","104","ERROR: EXCEED THE MAXIMUM OCCURRENCE","","","",""
"ERR","105","ERROR: INVALID NUMBER OF SUBELEMENTS","","","",""
"ERR","106","ERROR: ELEMENT LENGTH TOO SHORT","","","",""
"ERR","107","ERROR: ELEMENT LENGTH TOO LONG","","","",""
"ERR","108","ERROR: ELEMENT IS NOT A NUMBER AS EXPECTED","","","",""
"ERR","109","ERROR: ELEMENT NUMBER VALUE TOO SMALL","","","",""
"ERR","110","ERROR: ELEMENT NUMBER VALUE TOO BIG","","","",""
"ERR","111","ERROR: INVALID CHARACTER","","","",""
"ERR","112","ERROR: INVALID DATE","","","",""
"ERR","113","ERROR: INVALID TIME","","","",""
"ERR","114","ERROR: INVALID DATE OR TIME","","","",""
"ERR","115","ERROR: INVALID ITEM VALUE","","","",""
"ERR","116","ERROR: INVALID TYPE OF TRANSACTION","","","",""
"ERR","117","ERROR: INVALID RECORD DATA","","","",""
"ERR","118","ERROR: INVALID RECORD IMAGE SIZE","","","",""
"ERR","201","ERROR: INVALID TCN","","","",""
"ERR","501","ERROR: INSUFFICIENT FINGERPRINT QUALITY","","","",""
"ERR","502","ERROR: MISSING FINGERPRINTS","","","",""
"ERR","503","ERROR: FINGERPRINT SEQUENCE CHECK FAILED","","","",""
"ERR","999","ERROR: RECORD NOT FOUND","","","",""
"SEX","M","Male","","","",""
"SEX","F","Female","","","",""
"SEX","U","Unknown","","","",""
"ISO3166","ABW","Aruba","","","",""
"ISO3166","AFG","Afghanistan","","","",""
"ISO3166","AGO","Angola","","","",""
"ISO3166","AIA","Anguilla","","","",""
"ISO3166","ALA","Åland Islands","","","",""
"ISO3166","ALB","Albania","","","",""
"ISO3166","AND","Andorra","","","",""
"ISO3166","ARE","United Arab Emirates","","","",""
"ISO3166","ARG","Argentina","","","",""
"ISO3166","ARM","Armenia","","","",""
"ISO3166","ASM","American Samoa","","","",""
"ISO3166","ATA","Antarctica","","","",""
"ISO3166","ATF","French Southern Territories","","","",""
"ISO3166","ATG","Antigua and Barbuda","","","",""
"ISO3166","AUS","Australia","","","",""
"ISO3166","AUT","Austria","","","",""
"ISO3166","AZE","Azerbaijan","","","",""
"ISO3166","BDI","Burundi","","","",""
"ISO3166","BEL","Belgium","","","",""
"ISO3166","BEN","Benin","","","",""
"ISO3166","BES","Bonaire, Sint Eustatius and Saba","","","",""
"ISO3166","BFA","Burkina Faso","","","",""
"ISO3166","BGD","Bangladesh","","","",""
"ISO3166","BGR","Bulgaria","","","",""
"ISO3166","BHR","Bahrain","","","",""
"ISO3166","BHS","Bahamas","","","",""
"ISO3166","BIH","Bosnia and Herzegovina","","","",""
"ISO3166","BLM","Saint Barthélemy","","","",""
"ISO3166","BLR","Belarus","","","",""
"ISO3166","BLZ","Belize","","","",""
"ISO3166","BMU","Bermuda","","","",""
"ISO3166","BOL","Bolivia, Plurinational State of","","","",""
"ISO3166","BRA","Brazil","","","",""
"ISO3166","BRB","Barbados","","","",""
"ISO3166","BRN","Brunei Darussalam","","","",""
"ISO3166","BTN","Bhutan","","","",""
"ISO3166","BVT","Bouvet Island","","","",""
"ISO3166","BWA","Botswana","","","",""
"ISO3166","CAF","Central African Republic","","","",""
"ISO3166","CAN","Canada","","","",""
"ISO3166","CCK","Cocos (Keeling) Islands","","","",""
"ISO3166","CHE","Switzerland","","","",""
"ISO3166","CHL","Chile","","","",""
"ISO3166","CHN","China","","","",""
"ISO3166","CIV","Côte d'Ivoire","","","",""
"ISO3166","CMR","Cameroon","","","",""
"ISO3166","COD","Congo, the Democratic Republic of the","","","",""
"ISO3166","COG","Congo","","","",""
"ISO3166","COK","Cook Islands","","","",""
"ISO3166","COL","Colombia","","","",""
"ISO3166","COM","Comoros","","","",""
"ISO3166","CPV","Cabo Verde","","","",""
"ISO3166","CRI","Costa Rica","","","",""
"ISO3166","CUB","Cuba","","","",""
"ISO3166","CUW","Curaçao","","","",""
"ISO3166","CXR","Christmas Island","","","",""
"ISO3166","CYM","Cayman Islands","","","",""
"ISO3166","CYP","Cyprus","","","",""
"ISO3166","CZE","Czechia","","","",""
"ISO3166","DEU","Germany","","","",""
"ISO3166","DJI","Djibouti","","","",""
"ISO3166","DMA","Dominica","","","",""
"ISO3166","DNK","Denmark","","","",""
"ISO3166","DOM","Dominican Republic","","","",""
"ISO3166","DZA","Algeria","","","",""
"ISO3166","ECU","Ecuador","","","",""
"ISO3166","EGY","Egypt","","","",""
"ISO3166","ERI","Eritrea","","","",""
"ISO3166","ESH","Western Sahara","","","",""
"ISO3166","ESP","Spain","","","",""
"ISO3166","EST","Estonia","","","",""
"ISO3166","ETH","Ethiopia","","","",""
"ISO3166","FIN","Finland","","","",""
"ISO3166","FJI","Fiji","","","",""
"ISO3166","FLK","Falkland Islands (Malvinas)","","","",""
"ISO3166","FRA","France","","","",""
"ISO3166","FRO","Faroe Islands","","","",""
"ISO3166","FSM","Micronesia, Federated States of","","","",""
"ISO3166","GAB","Gabon","","","",""
"ISO3166","GBR","United Kingdom","","","",""
"ISO3166","GEO","Georgia","","","",""
"ISO3166","GGY","Guernsey","","","",""
"ISO3166","GHA","Ghana","","","",""
"ISO3166","GIB","Gibraltar","","","",""
"ISO3166","GIN","Guinea","","","",""
"ISO3166","GLP","Guadeloupe","","","",""
"ISO3166","GMB","Gambia","","","",""
"ISO3166","GNB","Guinea-Bissau","","","",""
"ISO3166","GNQ","Equatorial Guinea","","","",""
"ISO3166","GRC","Greece","","","",""
"ISO3166","GRD","Grenada","","","",""
"ISO3166","GRL","Greenland","","","",""
"ISO3166","GTM","Guatemala","","","",""
"ISO3166","GUF","French Guiana","","","",""
"ISO3166","GUM","Guam","","","",""
"ISO3166","GUY","Guyana","","","",""
"ISO3166","HKG","Hong Kong","","","",""
"ISO3166","HMD","Heard Island and McDonald Islands","","","",""
"ISO3166","HND","Honduras","","","",""
"ISO3166","HRV","Croatia","","","",""
"ISO3166","HTI","Haiti","","","",""
"ISO3166","HUN","Hungary","","","",""
"ISO3166","IDN","Indonesia","","","",""
"ISO3166","IMN","Isle of Man","","","",""
"ISO3166","IND","India","","","",""
"ISO3166","IOT","British Indian Ocean Territory","","","",""
"ISO3166","IRL","Ireland","","","",""
"ISO3166","IRN","Iran, Islamic Republic of","","","",""
"ISO3166","IRQ","Iraq","","","",""
"ISO3166","ISL","Iceland","","","",""
"ISO3166","ISR","Israel","","","",""
"ISO3166","ITA","Italy","","","",""
"ISO3166","JAM","Jamaica","","","",""
"ISO3166","JEY","Jersey","","","",""
"ISO3166","JOR","Jordan","","","",""
"ISO3166","JPN","Japan","","","",""
"ISO3166","KAZ","Kazakhstan","","","",""
"ISO3166","KEN","Kenya","","","",""
"ISO3166","KGZ","Kyrgyzstan","","","",""
"ISO3166","KHM","Cambodia","","","",""
"ISO3166","KIR","Kiribati","","","",""
"ISO3166","KNA","Saint Kitts and Nevis","","","",""
"ISO3166","KOR","Korea, Republic of","","","",""
"ISO3166","KWT","Kuwait","","","",""
"ISO3166","LAO","Lao People's Democratic Republic","","","",""
"ISO3166","LBN","Lebanon","","","",""
"ISO3166","LBR","Liberia","","","",""
"ISO3166","LBY","Libya","","","",""
"ISO3166","LCA","Saint Lucia","","","",""
"ISO3166","LIE","Liechtenstein","","","",""
"ISO3166","LKA","Sri Lanka","","","",""
"ISO3166","LSO","Lesotho","","","",""
"ISO3166","LTU","Lithuania","","","",""
"ISO3166","LUX","Luxembourg","","","",""
"ISO3166","LVA","Latvia","","","",""
"ISO3166","MAC","Macao","","","",""
"ISO3166","MAF","Saint Martin (French part)","","","",""
"ISO3166","MAR","Morocco","","","",""
"ISO3166","MCO","Monaco","","","",""
"ISO3166","MDA","Moldova, Republic of","","","",""
"ISO3166","MDG","Madagascar","","","",""
"ISO3166","MDV","Maldives","","","",""
"ISO3166","MEX","Mexico","","","",""
"ISO3166","MHL","Marshall Islands","","","",""
"ISO3166","MKD","Macedonia, the former Yugoslav Republic of","","","",""
"ISO3166","MLI","Mali","","","",""
"ISO3166","MLT","Malta","","","",""
"ISO3166","MMR","Myanmar","","","",""
"ISO3166","MNE","Montenegro","","","",""
"ISO3166","MNG","Mongolia","","","",""
"ISO3166","MNP","Northern Mariana Islands","","","",""
"ISO3166","MOZ","Mozambique","","","",""
"ISO3166","MRT","Mauritania","","","",""
"ISO3166","MSR","Montserrat","","","",""
"ISO3166","MTQ","Martinique","","","",""
"ISO3166","MUS","Mauritius","","","",""
"ISO3166","MWI","Malawi","","","",""
"ISO3166","MYS","Malaysia","","","",""
"ISO3166","MYT","Mayotte","","","",""
"ISO3166","NAM","Namibia","","","",""
"ISO3166","NCL","New Caledonia","","","",""
"ISO3166","NER","Niger","","","",""
"ISO3166","NFK","Norfolk Island","","","",""
"ISO3166","NGA","Nigeria","","","",""
"ISO3166","NIC","Nicaragua","","","",""
"ISO3166","NIU","Niue","","","",""
"ISO3166","NLD","Netherlands","","","",""
"ISO3166","NOR","Norway","","","",""
"ISO3166","NPL","Nepal","","","",""
"ISO3166","NRU","Nauru","","","",""
"ISO3166","NZL","New Zealand","","","",""
"ISO3166","OMN","Oman","","","",""
"ISO3166","PAK","Pakistan","","","",""
"ISO3166","PAN","Panama","","","",""
"ISO3166","PCN","Pitcairn","","","",""
"ISO3166","PER","Peru","","","",""
"ISO3166","PHL","Philippines","","","",""
"ISO3166","PLW","Palau","","","",""
"ISO3166","PNG","Papua New Guinea","","","",""
"ISO3166","POL","Poland","","","",""
"ISO3166","PRI","Puerto Rico","","","",""
"ISO3166","PRK","Korea, Democratic People's Republic of","","","",""
"ISO3166","PRT","Portugal","","","",""
"ISO3166","PRY","Paraguay","","","",""
"ISO3166","PSE","Palestine, State of","","","",""
"ISO3166","PYF","French Polynesia","","","",""
"ISO3166","QAT","Qatar","","","",""
"ISO3166","REU","Réunion","","","",""
"ISO3166","ROU","Romania","","","",""
"ISO3166","RUS","Russian Federation","","","",""
"ISO3166","RWA","Rwanda","","","",""
"ISO3166","SAU","Saudi Arabia","","","",""
"ISO3166","SDN","Sudan","","","",""
"ISO3166","SEN","Senegal","","","",""
"ISO3166","SGP","Singapore","","","",""
"ISO3166","SGS","South Georgia and the South Sandwich Islands","","","",""
"ISO3166","SHN","Saint Helena, Ascension and Tristan da Cunha","","","",""
"ISO3166","SJM","Svalbard and Jan Mayen","","","",""
"ISO3166","SLB","Solomon Islands","","","",""
"ISO3166","SLE","Sierra Leone","","","",""
"ISO3166","SLV","El Salvador","","","",""
"ISO3166","SMR","San Marino","","","",""
"ISO3166","SOM","Somalia","","","",""
"ISO3166","SPM","Saint Pierre and Miquelon","","","",""
"ISO3166","SRB","Serbia","","","",""
"ISO3166","SSD","South Sudan","","","",""
"ISO3166","STP","Sao Tome and Principe","","","",""
"ISO3166","SUR","Suriname","","","",""
"ISO3166","SVK","Slovakia","","","",""
